id,Year,Category,Nominee
1988,1995,Best Instrumental Soloist Performance (with orchestra),"The New York Album - Works Of Albert, Bartok & Bloch"
2327,1999,Best Contemporary Soul Gospel Album,The Nu Nation Project
3975,2015,Best Latin Jazz Album,The Offense of the Drum.
51,1961,Best Engineering Contribution - Novelty Recording,The Old Payola Roll Blues.
1443,1988,"Best Jazz Instrumental Performance, Soloist",The Other Side Of Round Midnight.
3615,2011,Best Instrumental Composition,The Path Among The Trees
818,1978,Best Jazz Performance by a Group,The Phil Woods Six - Live From The Showboat
217,1965,Best Instrumental Arrangement,The Pink Panther
221,1965,Best Instrumental Performance - Non-Jazz,The Pink Panther
218,1965,Best Instrumental Composition (other than jazz),The Pink Panther Theme
1665,1991,Best Instrumental Arrangement Accompanying Vocal(s),The Places You Find Love
3526,2010,Best Pop/Contemporary Gospel Album,The Power Of One
3273,2008,Best Hard Rock Performance,The Pretender
1453,1988,Best Performance Music Video,The Prince's Trust All-Star Rock Concert. (Various Artists)
4249,2018,Best Spoken Word Album,The Princess Diarist.
2658,2002,Best Musical Show Album,The Producers (Original Broadway Cast)
2577,2001,Best Rap Solo Performance,The Real Slim Shady
3665,2011,"Best Southern, Country, or Bluegrass Gospel Album",The Reason
3181,2007,Best Male Country Vocal Performance,The Reason Why
3654,2011,Best Rock Album,The Resistance
259,1966,Best Country & Western Album,The Return Of Roger Miller
2930,2005,Best Contemporary Folk Album,The Revolution Starts...Now
3944,2015,Best Boxed or Special Limited Edition Package,"The Rise & Fall Of Paramount Records, Volume One (1917-27) (Various Artists)"
4030,2016,Best Boxed or Special Limited Edition Package,"The Rise & Fall Of Paramount Records, Volume Two (1928-32) (Various Artists)"
2757,2003,Best Male Rock Vocal Performance,The Rising
2784,2003,Best Rock Album,The Rising
2788,2003,Best Rock Song,The Rising
3939,2015,Best Americana Album,The River & the Thread.
3730,2012,Best Pop Instrumental Album,The Road From Memphis
2144,1997,Best Country Album,The Road To Ensenada
3253,2008,Best Contemporary Blues Album,The Road To Escondido
1891,1994,Best Contemporary Jazz Performance (Instrumental),The Road To You
1620,1990,Best Recording for Children,"The Rock-A-Bye Collection, Vol. 1"
718,1976,Best Instrumental Arrangement,The Rockford Files
2003,1995,"Best Music Video, Short Form",The Rolling Stones: Love Is Strong
2163,1997,Best Instrumental Soloist Performance (without orchestra),"The Romantic Master - Works Of Saint-Saens, Handel"
2386,1999,Best Rock Instrumental Performance,The Roots Of Coincidence
997,1981,"Best Pop Vocal Performance, Female",The Rose.
3947,2015,Best Choral Performance,The Sacred Spirit Of Russia
275,1966,Best Original Score Written for a Motion Picture or Television Show,The Sandpiper
1586,1990,"Best Gospel Vocal Performance by a Duo or Group, Choir or Chorus",The Savior Is Waiting
2193,1997,Best Rap Album,The Score.
286,1966,Song of the Year,The Shadow Of Your Smile (Love Theme From The Sandpiper)
553,1973,Best Album Cover,The Siegel-Schwall Band
2188,1997,Best Pop Instrumental Performance,The Sinister Minister
1809,1993,Best Contemporary Blues Album,The Sky Is Crying
2475,2000,Best Rap Album,The Slim Shady LP
3799,2013,Best Historical Album,The Smile Sessions (Deluxe Box Set)
414,1969,Best Soul Gospel Performance,The Soul Of Me
162,1964,Best Classical Performance- Instrumental Soloist Or Duo (Without Orchestra),The Sound Of Horowitz.
65,1961,Best Show Album (Original Cast),The Sound Of Music (Original Broadway Cast).
680,1975,Best R&B Instrumental Performance,The Sound Of Philadelphia
969,1981,"Best Classical Performance, Instrumental Soloist or Soloists (without orchestra)",The Spanish Album.
43,1961,Best Classical Performance- Instrumental Soloist Or Duo (Other Than With Orchestral Accompaniment),The Spanish Guitars Of Laurindo Almeida.
50,1961,Best Engineering Contribution - Classical Recording,The Spanish Guitars Of Laurindo Almeida.
3588,2011,Best Contemporary Jazz Album,The Stanley Clarke Band
129,1963,"Best Documentary, Spoken Word, or Drama Recording (Other Than Comedy)",The Story-Teller: A Session With Charles Laughton.
3857,2014,Best Bluegrass Album,The Streets of Baltimore.
3571,2011,Album of the Year,The Suburbs.
229,1965,Best Performance by a Chorus,The Swingle Singers Going Baroque
73,1961,Record of the Year,The Theme From A Summer Place.
1043,1982,Best Instrumental Composition,The Theme From Hill Street Blues.
1054,1982,Best Pop Instrumental Performance,The Theme From Hill Street Blues.
4059,2016,Best Large Jazz Ensemble Album,The Thompson Fields
499,1971,"Best R&B Vocal Performance, Male",The Thrill Is Gone
1099,1983,Best Historical Album,"The Tommy Dorsey/Frank Sinatra Sessions - Vols. 1 ,2 & 3."
1368,1987,"Best Jazz Instrumental Performance, Big Band",The Tonight Show Band with Doc Severinsen.
3008,2005,Best Spoken Word Album for Children,The Train They Call The City Of New Orleans
4269,2019,Best Bluegrass Album,The Travelin' McCrourys
671,1975,Best Jazz Performance by a Group,The Trio
1831,1993,Best Large Jazz Ensemble Performance,The Turning Point
3173,2007,"Best Jazz Instrumental Album, Individual or Group",The Ultimate Adventure
1412,1988,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Untouchables
1567,1990,Best Bluegrass Recording,The Valley Road
2517,2001,Best Classical Vocal Performance,"The Vivaldi Album - Dell'aura al sussurrar, Alma oppressa"
1343,1987,Best Album Notes,The Voice - The Columbia Years 1943-1952.
4184,2018,Best Boxed or Special Limited Edition Package,The Voyager Golden Record: 40TH Anniversary Edition
978,1981,"Best Engineered Recording, Non-Classical",The Wall.
3038,2006,Best Contemporary Jazz Album,The Way Up
645,1975,Album of Best Original Score Written for a Motion Picture,The Way We Were
646,1975,Album of Best Original Score Written for a Motion Picture or a Television Special,The Way We Were
690,1975,Song of the Year,The Way We Were
3664,2011,"Best Song Written for Motion Picture, Television or Other Visual Media",The Weary Kind.
1817,1993,Best Country Vocal Collaboration,The Whiskey Ain't Workin'
2779,2003,Best Rap Performance by a Duo or Group,The Whole World
1919,1994,Best Musical Show Album,The Who's Tommy
1758,1992,Best Musical Show Album,The Will Rogers Follies
1509,1989,"Best Gospel Performance by a Duo or Group, Choir or Chorus",The Winans Live at Carnegie Hall.
2825,2004,Best Contemporary Folk Album,The Wind'
4300,2019,Best Jazz Vocal Album,The Window
700,1976,Best Cast Show Album,The Wiz
873,1979,Best Instrumental Arrangement,The Wiz Main Title - Overture Part One
3213,2007,Best Rock Instrumental Performance,The Wizard Turns On...
1852,1993,"Best R&B Vocal Performance, Female",The Woman I Am
2058,1996,Best Country Album,The Woman In Me
1261,1985,Best Spoken Word Album,The Words Of Gandhi.
467,1971,Best Album Notes,The World's Greatest Blues Singer
1410,1988,Best Album Notes,Thelonious Monk - The Complete Riverside Recordings.
1437,1988,Best Historical Album,Thelonious Monk - The Complete Riverside Recordings.
2540,2001,Best Instrumental Composition,Theme From Angela's Ashes
874,1979,Best Instrumental Composition,Theme From Close Encounters Of The Third Kind
74,1961,Song of the Year,Theme From Exodus.
779,1977,Best R&B Instrumental Performance,Theme From Good King Bad
526,1972,"Best Engineered Recording, Non-Classical",Theme From Shaft
529,1972,Best Instrumental Arrangement,Theme From Shaft
575,1973,Best Instrumental Arrangement,Theme from The French Connection
489,1971,Best Instrumental Arrangement,Theme From 'Z'
475,1971,Best Contemporary Instrumental Performance,Theme From Z And Other Film Music
620,1974,Best Ethnic or Traditional Recording (Including Traditional Blues),Then And Now
3627,2011,Best Male R&B Vocal Performance,There Goes My Baby
2534,2001,Best Female Rock Vocal Performance,There Goes The Neighborhood
2580,2001,Best Rock Album,There Is Nothing Left To Lose
1037,1982,Best Ethnic or Traditional Folk Recording,There Must Be A Better World Somewhere.
2797,2003,Best Spoken Word Album for Children,There Was An Old Lady Who Swallowed A Fly
3015,2005,Best Traditional Soul Gospel Album,There Will Be A Light
1581,1990,Best Country Vocal Collaboration,There's A Tear In My Beer
2331,1999,Best Country Performance by a Duo or Group with Vocal,There's Your Trouble
3259,2008,Best Country Album,These Days
4079,2016,Best Rap/Sung Collaboration,These Walls.
527,1972,Best Ethnic or Traditional Recording,They Call Me Muddy Waters
1361,1987,"Best Gospel Performance by a Duo or Group, Choir or Chorus",They Say.
1946,1994,Best Spoken Comedy Album,They're All Gonna Laugh At You (Album)
1166,1984,"Best Jazz Instrumental Performance, Soloist",Think Of One.
2561,2001,Best New Age Album,Thinking Of You
4072,2016,Best Pop Solo Performance,Thinking Out Loud.
4099,2016,Song of the Year,Thinking Out Loud.
519,1972,Best Comedy Recording,This is a Recording
4322,2019,Best Rap/Sung Performance,This is America
4347,2019,Record of the Year,This is America
4348,2019,Song of the Year,This is America (Childish Gambino)
998,1981,"Best Pop Vocal Performance, Male",This Is It.
2374,1999,Best Pop/Contemporary Gospel Album,This Is My Song
4039,2016,Best Contemporary Christian Music Album,This Is Not A Test
2642,2002,"Best Jazz Instrumental Album, Individual or Group",This Is What I Do
4105,2017,Best Americana Album,This Is Where I Live
3089,2006,Best Pop Performance By a Duo or Group with Vocal,This Love
787,1977,Record of the Year,This Masquerade
2720,2003,Best Contemporary Folk Album,This Side
185,1964,Best Performance by an Orchestra- For Dancing,This Time By Basie! Hits Of The 50's And 60's.
732,1976,"Best R&B Vocal Performance, Female",This Will Be
679,1975,Best Producer of the Year,Thom Bell (producer)
1405,1987,Classical Producer of the Year,Thomas Frost (artist)
1351,1987,Best Comedy Recording,"Those Of You With Or Without Children, You'll Understand."
1984,1995,Best Instrumental Arrangement,Three Cowboy Songs
3168,2007,Best Instrumental Arrangement,Three Ghouls
4212,2018,Best Instrumental Composition,Three Revolutions
668,1975,Best Instrumental Arrangement,Threshold
3910,2014,Best Rap Performance,Thrift Shop.
3911,2014,Best Rap Song,Thrift Shop.
1136,1984,Album of the Year,Thriller.
1154,1984,"Best Engineered Recording, Non-Classical",Thriller.
1179,1984,"Best Pop Vocal Performance, Male",Thriller.
3261,2008,Best Country Instrumental Performance,Throttleneck
3861,2014,Best Children's Album,Throw A Penny In The Wishing Well
3523,2010,Best Pop Instrumental Performance,Throw Down Your Heart
3591,2011,Best Contemporary World Music Album,"Throw Down Your Heart , Africa Sessions Part 2: Unreleased Tracks"
3477,2010,Best Contemporary World Music Album,"Throw Down Your Heart: Tales From The Acoustic Planet, Vol. 3 - Africa Sessions"
670,1975,Best Jazz Performance by a Big Band,Thundering Herd
3417,2009,Best Pop/Contemporary Gospel Album,Thy Kingdom Come
4119,2017,Best Contemporary Christian Music Performance/Song,Thy Will
2451,2000,Best Latin Pop Performance,Tiempos
3656,2011,Best Rock Performance by a Duo or Group with Vocals,Tighten Up
3658,2011,Best Rock Vocal Performance by a Duo or Group,Tighten Up.
3625,2011,Best Male Country Vocal Performance,Til Summer Comes Around
3598,2011,Best Country Vocal Performance - Male,Til Summer Comes Around.
3128,2006,"Producer of the Year, Classical",Tim Handley
2846,2004,Best Instrumental Arrangement,Timbuktu
2221,1998,Album of the Year,Time Out Of Mind
2232,1998,Best Contemporary Folk Album,Time Out Of Mind
1697,1991,Best Reggae Recording,Time Will Tell - A Tribute To Bob Marley
2623,2002,Best Country Album,Timeless - Hank Williams Tribute (Various Artists)
1372,1987,"Best Jazz Vocal Performance, Female",Timeless.
1663,1991,Best Hard Rock Performance,Time's Up
1545,1989,"Best Rock Vocal Performance, Female",Tina Live in Europe.
2175,1997,Best Metal Performance,Tire Me
1485,1989,Best Album Package,Tired of Runnin'.
2288,1998,Best Recording Package,Titanic (Music as Heard On the Fateful Voyage).
3924,2014,Best Traditional Pop Vocal Album,To Be Loved.
4076,2016,Best Rap Album,To Pimp a Butterfly.
385,1969,Best Comedy Recording,"To Russell,My Brother,Whom I Slept With"
577,1973,Best Jazz Performance by a Big Band,Toga Brava Suite
12,1959,Best Country & Western Performance,Tom Dooley
13,1959,Best Country and Western Performance,Tom Dooley.
181,1964,Best Original Score from a Motion Picture or Television Show,Tom Jones
272,1966,Best New Artist,Tom Jones
3398,2009,Best Long Form Music Video,Tom Petty and the Heartbreakers: Runnin' Down a Dream
554,1973,Best Album Notes,Tom T. Hall's Greatest Hits
604,1974,Best Album Package,Tommy
1331,1986,"Best Soul Gospel Performance by a Duo or Group, Choir or Chorus",Tomorrow.
3629,2011,Best Musical Album for Children,Tomorrow's Children
1921,1994,Best New Artist,Toni Braxton
4202,2018,Best Dance Recording,Tonite
4252,2018,Best Traditional Pop Vocal Album,Tony Bennett Celebrates 90
2305,1998,Best Traditional Pop Vocal Performance,Tony Bennett On Holiday
1169,1984,"Best Jazz Vocal Performance, Male",Top Drawer
1383,1987,"Best Pop Instrumental Performance, (Orchestra, Group or Soloist)",Top Gun Anthem.
2768,2003,Best Polka Album,Top Of The World
2938,2005,Best Country Performance by a Duo or Group with Vocal,Top Of The World
3297,2008,Best Native American Music Album,Totemic Flute Chants
1132,1983,Producer of the Year,TOTO (artist)
1077,1983,Album of the Year,Toto IV.
1095,1983,"Best Engineered Recording, Non-Classical",Toto IV.
2565,2001,Best Polka Album,Touched By A Polka
3247,2008,Best Classical Album,Tower: Made In America
3302,2008,Best Orchestral Performance,Tower: Made In America
3473,2010,Best Contemporary Folk Album,Townes
2940,2005,Best Dance Recording,Toxic
3660,2011,"Best Score Soundtrack Album for Motion Picture, Television or Other Visual Media",Toy Story 3
1528,1989,Best New Artist,Tracy Chapman
1498,1989,Best Contemporary Folk Album,Tracy Chapman.
3375,2009,"Best Engineered Album, Classical",Traditions And Transformations: Sounds Of Silk Road Chicago
1709,1991,Best Traditional Soul Gospel Performance,Tramaine Hawkins Live
4189,2018,Best Classical Instrumental Solo,Transcendental
3554,2010,Best Surround Sound Album,Transmigration
1624,1990,Best Rock Performance by a Duo or Group with Vocal,Traveling Wilburys Volume One
4043,2016,Best Country Album,Traveller
4045,2016,Best Country Solo Performance,Traveller.
